URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
115933,850,Hampshire,2155,Buryfields Infant School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,7,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,220,2,No Special Classes,18/01/2018,207,102,105,7.2,0,Not applicable,,,Not applicable,,Not under a federation,,,10075388,,Not applicable,07/02/2018,0,Not applicable,20/09/2018,Buryfields,Odiham,,Hook,Hampshire,RG29 1NE,http://www.buryfields.hants.sch.uk,1256702667,Miss,Lauren,English,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000089,Hart,E05009360,Odiham,E14000844,North East Hampshire,D1,Rural town and fringe,E10000014,474182,150696,,Hart 011,Hart 011B,,,,,,917,Pre LGR (1997) Hampshire,,Good,South-East England and South London,,1.00E+11,,E02004761,E01022888
116298,850,Hampshire,3096,Long Sutton Church of England Primary School,3,Voluntary controlled school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE40,Diocese of Winchester,0,Not applicable,143,2,No Special Classes,18/01/2018,121,59,62,1.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10071572,,Not applicable,07/03/2018,0,Not applicable,20/09/2018,Hyde Road,Long Sutton,,Hook,Hampshire,RG29 1ST,www.longsutton.hants.sch.uk/,1256862238,Mrs,Hannah,Inglis,Acting Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000089,Hart,E05009360,Odiham,E14000844,North East Hampshire,E1,Rural village,E10000014,473825,147452,,Hart 011,Hart 011E,,,,,,917,Pre LGR (1997) Hampshire,,Good,South-East England and South London,,,,E02004761,E01032856
116521,850,Hampshire,6064,Lord Wandsworth College,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01/01/1932,0,Not applicable,,0,Not applicable,11,19,3,Boarding school,No Nursery Classes,1,Has a sixth form,3,Mixed,6,None,Inter- / non- denominational,0,Not applicable,0,Not applicable,650,2,No Special Classes,18/01/2018,597,382,215,,0,Not applicable,,,Not applicable,,Not applicable,,,10016207,,Not applicable,,0,Not applicable,18/10/2018,Long Sutton,,,Hook,Hampshire,RG29 1TB,,1256862201,Mr,Adam,Williams,Headmaster,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E07000089,Hart,E05009360,Odiham,E14000844,North East Hampshire,E1,Rural village,E10000014,474872,146680,,Hart 011,Hart 011D,ISI,0,147,Has boarders,,917,Pre LGR (1997) Hampshire,6016,,South-East England and South London,,,,E02004761,E01032855
128267,870,Reading,9901,Manor Infant School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,0,Not applicable,31/08/1993,2,Primary,5,7,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,09/10/2017,110 Ashampstead Road,,,Reading,,RG3 3LJ,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002331,Southcote,E14000890,Reading West,C1,Urban city and town,E06000038,468434,171876,,Reading 015,Reading 015C,,,,,,999,,,,,,310016595,,E02003403,E01016421
128269,870,Reading,9902,Manor Junior School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,0,Not applicable,31/08/1993,2,Primary,7,11,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,09/10/2017,110 Ashampstead Road,,,Reading,,RG3 3LJ,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002331,Southcote,E14000890,Reading West,C1,Urban city and town,E06000038,468434,171876,,Reading 015,Reading 015C,,,,,,999,,,,,,310016595,,E02003403,E01016421
110113,870,Reading,6004,The Elvian School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,01/01/1954,2,Closure,09/07/2010,0,Not applicable,3,18,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,3,Roman Catholic,None,0,Not applicable,4,Non-selective,200,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10017011,,Not applicable,,0,Not applicable,25/09/2015,61 Bath Road,,,Reading,Berkshire,RG30 2BB,,1189572861,Mr,Paul,Bevis,Acting Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002331,Southcote,E14000890,Reading West,C1,Urban city and town,E06000038,469588,172466,,Reading 015,Reading 015A,ISI,5,35,,The Licensed Trade Charity,903,Pre LGR (1998) Berkshire,6011,,North-West London and South-Central England,,310081548,,E02003403,E01016419
142121,870,Reading,4002,The WREN School,35,Free schools,11,Free Schools,1,Open,6,New Provision,01/09/2015,99,,,4,Secondary,11,19,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,6,None,None,9999,,9,,1176,0,Not applicable,18/01/2018,410,236,174,13.9,5,Supported by a single-academy trust,15831,THE WREN SCHOOL ACADEMY TRUST,-,,Not applicable,,,10053828,,Not applicable,20/06/2018,0,Not applicable,15/10/2018,61-63 Bath Road,,,Reading,Berkshire,RG30 2BB,www.wrenschool.org,1189591868,Mrs,Jo,Broadhead,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002331,Southcote,E14000890,Reading West,C1,Urban city and town,E06000038,469589,172466,,Reading 015,Reading 015A,,,,,,999,,,Good,North-West London and South-Central England,,310081548,,E02003403,E01016419
110114,870,Reading,6005,St Edward's Prep,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,01/01/1952,0,Not applicable,,0,Not applicable,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,1,Boys,6,None,Inter- / non- denominational,0,Not applicable,0,Not applicable,186,2,No Special Classes,18/01/2018,121,121,0,,0,Not applicable,,,Not applicable,,Not applicable,,,10017719,,Not applicable,,0,Not applicable,18/10/2018,64 Tilehurst Road,,,Reading,Berkshire,RG30 2JH,www.stedwardsprep.com,1189574342,Mr,Derek,Suttie,Headmaster,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not approved,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002320,Battle,E14000890,Reading West,C1,Urban city and town,E06000038,470008,173054,,Reading 008,Reading 008B,ISI,0,13,Does not have boarders,,903,Pre LGR (1998) Berkshire,6012,,North-West London and South-Central England,,310037425,,E02003396,E01016357
109793,870,Reading,2024,Wilson Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,477,2,No Special Classes,18/01/2018,468,226,242,10.8,0,Not applicable,,,Not applicable,,Not under a federation,,,10068908,,Not applicable,28/11/2018,0,Not applicable,15/01/2019,Wilson Road,,,Reading,Berkshire,RG30 2RW,www.wilsonprimary.co.uk/,1189375573,Mrs,Claire,Hurst,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002327,Norcot,E14000890,Reading West,C1,Urban city and town,E06000038,469349,173534,,Reading 008,Reading 008F,,,,,,903,Pre LGR (1998) Berkshire,2024,Good,North-West London and South-Central England,,310054060,,E02003396,E01016400
109777,870,Reading,2001,Battle Primary School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,6,For Academy,31/12/2012,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,380,1,Has Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14/11/2018,Cranbury Road,,,Reading,Berkshire,RG30 2TD,,1189375421,Ms,Katy,Peters,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002320,Battle,E14000890,Reading West,C1,Urban city and town,E06000038,469706,173234,,Reading 008,Reading 008A,,,,,,903,Pre LGR (1998) Berkshire,2001,,North-West London and South-Central England,,310052148,,E02003396,E01016356
139066,870,Reading,2011,Battle Primary Academy,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01/01/2013,99,,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,None,0,Not applicable,0,Not applicable,472,0,Not applicable,18/01/2018,437,210,227,15.1,3,Supported by a multi-academy trust,3965,NET ACADEMIES TRUST,Linked to a sponsor,NET Academies Trust,Not applicable,,,10039818,,Not applicable,01/12/2016,0,Not applicable,17/10/2018,Cranbury Road,,,Reading,Berkshire,RG30 2TD,http://www.netacademies.net/battle/,1189375421,Mr,Nathan,Butler-Broad,Head Teacher,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002320,Battle,E14000890,Reading West,C1,Urban city and town,E06000038,469706,173234,,Reading 008,Reading 008A,,,,,,999,,,Requires improvement,North-West London and South-Central England,,310052148,,E02003396,E01016356
134984,870,Reading,1112,Cranbury College,14,Pupil referral unit,4,LA maintained schools,1,Open,1,Result of Amalgamation,01/04/2005,0,Not applicable,,0,Not applicable,5,16,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,0,Not applicable,18/01/2018,107,70,37,44.7,0,Not applicable,,,Not applicable,,Not applicable,,,10016947,,Not applicable,08/02/2018,0,Not applicable,21/11/2018,Cranbury Road,,,Reading,Berkshire,RG30 2TS,http://www.cranburycollege.reading.sch.uk/,1189376847,Mrs,Mandy,Wilton,Headteacher,Not applicable,,,,Does not provide places for Teen Mothers,,Does not have child care facilities,PRU Does have Provision for SEN,PRU Does have EBD provision,76,PRU offers full time provision,PRU does offer tuition by another provider,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002320,Battle,E14000890,Reading West,C1,Urban city and town,E06000038,469686,173132,,Reading 008,Reading 008A,,,,,,999,,,Good,North-West London and South-Central England,,310029672,,E02003396,E01016356
109795,870,Reading,2027,Southcote Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,600,2,No Special Classes,18/01/2018,554,283,271,8.8,0,Not applicable,,,Not applicable,,Supported by a federation,16743,The Kennet Federation of Katesgrove and Southcote Primary Schools,10068971,,Not applicable,09/11/2017,0,Not applicable,19/09/2018,Silchester Road,Southcote,,Reading,Berkshire,RG30 3EJ,www.southcoteprimary.co.uk/,1189375533,Mrs,Lisa,Telling,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002331,Southcote,E14000890,Reading West,C1,Urban city and town,E06000038,469288,171916,,Reading 015,Reading 015A,,,,,,903,Pre LGR (1998) Berkshire,2027,Good,North-West London and South-Central England,,310042692,,E02003403,E01016419
110107,870,Reading,5411,Blessed Hugh Faringdon Catholic School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11,18,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC16,Diocese of Portsmouth (rc),4,Non-selective,849,1,Has Special Classes,18/01/2018,852,425,427,5.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10000768,,Not applicable,26/09/2017,0,Not applicable,18/10/2018,Fawley Road,Southcote,,Reading,Berkshire,RG30 3EP,http://www.hughfaringdon.org/,1189574730,Dr,Simon,Uttley,Headmaster,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resource Provision,20,15,,,J,South East,E06000038,Reading,E05002331,Southcote,E14000890,Reading West,C1,Urban city and town,E06000038,469319,172237,,Reading 015,Reading 015A,,,,,,903,Pre LGR (1998) Berkshire,5411,Good,North-West London and South-Central England,,310042692,,E02003403,E01016419
109944,870,Reading,2253,Manor Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,393,2,No Special Classes,18/01/2018,329,160,169,28.4,0,Not applicable,,,Not applicable,,Not under a federation,,,10077162,,Not applicable,12/09/2017,0,Not applicable,19/09/2018,110 Ashampstead Road,,,Reading,Berkshire,RG30 3LJ,www.manorprimary.net/,1189375494,Mrs,Fiona,Swain,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,MLD - Moderate Learning Difficulty,,,,,,,,,,,,,Resource Provision,,,,,J,South East,E06000038,Reading,E05002331,Southcote,E14000890,Reading West,C1,Urban city and town,E06000038,468434,171876,,Reading 015,Reading 015C,,,,,,903,Pre LGR (1998) Berkshire,2253,Good,North-West London and South-Central England,,310016595,,E02003403,E01016421
110193,870,Reading,7036,The Holy Brook School,7,Community special school,5,Special schools,1,Open,0,Not applicable,,0,Not applicable,,0,Not applicable,5,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,32,1,Has Special Classes,18/01/2018,32,26,6,65.6,0,Not applicable,,,Not applicable,,Not under a federation,,,10077000,,Not applicable,23/10/2014,0,Not applicable,19/09/2018,145 Ashampstead Road,Southcote,,Reading,Berkshire,RG30 3LJ,,1189375489,Mr,Lee,Smith,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SEMH - Social, Emotional and Mental Health",,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002331,Southcote,E14000890,Reading West,C1,Urban city and town,E06000038,468434,171876,,Reading 015,Reading 015C,,,,,,903,Pre LGR (1998) Berkshire,7036,Good,North-West London and South-Central England,,310042692,,E02003403,E01016421
109956,869,West Berkshire,3015,Burghfield St Mary's C.E. Primary School,3,Voluntary controlled school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE27,Diocese of Oxford,0,Not applicable,210,2,No Special Classes,18/01/2018,211,117,94,3.8,0,Not applicable,,,Not applicable,,Not under a federation,,,10075749,,Not applicable,15/11/2017,0,Not applicable,19/09/2018,Theale Road,Burghfield Village,,Reading,Berkshire,RG30 3TX,www.burghfield.westberks.org/,1189836387,Mr,Antony,Gallagher,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000037,West Berkshire,E05002293,Burghfield,E14001048,Wokingham,E1,Rural village,E06000037,466230,168726,,West Berkshire 015,West Berkshire 015C,,,,,,903,Pre LGR (1998) Berkshire,3015,Good,North-West London and South-Central England,,1.00E+11,,E02003381,E01016269
109796,870,Reading,2029,St Michael's Primary School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,5,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,420,2,No Special Classes,18/01/2018,387,209,178,16.8,0,Not applicable,,,Not applicable,,Not under a federation,,,10074562,,Not applicable,07/11/2017,0,Not applicable,19/09/2018,Dee Road,Tilehurst,,Reading,Berkshire,RG30 4AS,www.stmichaels.reading.sch.uk/,1189375550,Mrs,Kate,Parietti,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002327,Norcot,E14000890,Reading West,C1,Urban city and town,E06000038,468055,173035,,Reading 009,Reading 009A,,,,,,903,Pre LGR (1998) Berkshire,2029,Good,North-West London and South-Central England,,310039942,,E02003397,E01016394
110004,870,Reading,3304,English Martyrs' Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC16,Diocese of Portsmouth (rc),0,Not applicable,436,2,No Special Classes,18/01/2018,448,223,225,8.8,0,Not applicable,,,Not applicable,,Not under a federation,,,10070233,,Not applicable,03/07/2018,0,Not applicable,19/09/2018,Dee Road,Tilehurst,,Reading,Berkshire,RG30 4BE,www.englishmartyrs.reading.sch.uk/,1189375466,Mrs,Catherine,Doberska,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002333,Tilehurst,E14000890,Reading West,C1,Urban city and town,E06000038,468199,173199,,Reading 009,Reading 009C,,,,,,903,Pre LGR (1998) Berkshire,3304,Good,North-West London and South-Central England,,310042573,,E02003397,E01016434
110179,870,Reading,7001,The Avenue Special School,7,Community special school,5,Special schools,2,Closed,0,Not applicable,,10,Academy Converter,31/08/2011,0,Not applicable,2,19,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,1,Has Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,10017646,,Not applicable,,0,Not applicable,14/11/2018,Conwy Close,Tilehurst,,Reading,Berkshire,RG30 4BZ,,1189375554,Mrs,Sue,Bourne,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,PD - Physical Disability,MLD - Moderate Learning Difficulty,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002333,Tilehurst,E14000890,Reading West,C1,Urban city and town,E06000038,472128,171806,,Reading 009,Reading 009C,,,,,,903,Pre LGR (1998) Berkshire,7001,,North-West London and South-Central England,,310072998,,E02003397,E01016434
137435,870,Reading,7001,The Avenue Special School,44,Academy special converter,10,Academies,1,Open,10,Academy Converter,01/09/2011,99,,,0,Not applicable,2,19,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,None,0,Not applicable,0,Not applicable,106,1,Has Special Classes,18/01/2018,141,98,43,36.4,5,Supported by a single-academy trust,2210,THE AVENUE SCHOOL SPECIAL NEEDS ACADEMY TRUST,-,,Not applicable,,,10035026,,Not applicable,23/02/2016,0,Not applicable,19/09/2018,Conwy Close,Tilehurst,,Reading,Berkshire,RG30 4BZ,,1189375554,Headteacher,Symon,Cooke,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002333,Tilehurst,E14000890,Reading West,C1,Urban city and town,E06000038,472128,171806,,Reading 009,Reading 009C,,,,,,903,Pre LGR (1998) Berkshire,7001,Outstanding,North-West London and South-Central England,,310072999,,E02003397,E01016434
139728,870,Reading,7000,Thames Valley School,36,Free schools special,11,Free Schools,1,Open,6,New Provision,02/09/2013,99,,,0,Not applicable,4,16,0,Not applicable,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,None,9999,,0,Not applicable,50,0,Not applicable,18/01/2018,50,43,7,41.7,3,Supported by a multi-academy trust,3956,NAS ACADEMIES TRUST,Linked to a sponsor,National Autistic Society,Not applicable,,,10042038,,Not applicable,05/05/2016,0,Not applicable,21/01/2019,2 Conwy Close,Tilehurst,,Reading,Berkshire,RG30 4BZ,www.thamesvalleyschool.org.uk,1189424750,Mrs,Anna,Molony,Principal,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002333,Tilehurst,E14000890,Reading West,C1,Urban city and town,E06000038,467603,172963,,Reading 009,Reading 009C,Ofsted,,,,,999,,,Good,North-West London and South-Central England,,310072999,,E02003397,E01016434
109939,870,Reading,2248,Ranikhet Primary School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,6,For Academy,31/10/2015,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,283,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,24/06/2015,0,Not applicable,15/10/2018,Spey Road,Tilehurst,,Reading,Berkshire,RG30 4ED,,1189375520,Mrs,Julie,Parry,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002327,Norcot,E14000890,Reading West,C1,Urban city and town,E06000038,468377,173603,,Reading 006,Reading 006D,,,,,,903,Pre LGR (1998) Berkshire,2248,Requires improvement,North-West London and South-Central England,,310062726,,E02003394,E01016396
128270,870,Reading,2037,Ranikhet County Junior School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,0,Not applicable,01/04/1987,2,Primary,7,11,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,26/09/2017,Spey Road,Tilehurst,,Reading,,RG30 4ED,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002327,Norcot,E14000890,Reading West,C1,Urban city and town,E06000038,468377,173603,,Reading 006,Reading 006D,,,,,,999,,,,,,310062726,,E02003394,E01016396
128271,870,Reading,2038,Ranikhet County Infant School,1,Community school,4,LA maintained schools,2,Closed,0,Not applicable,,0,Not applicable,01/04/1987,2,Primary,5,7,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0,Not applicable,0,Not applicable,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,26/09/2017,Spey Road,Tilehurst,,Reading,,RG30 4ED,,,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002327,Norcot,E14000890,Reading West,C1,Urban city and town,E06000038,468377,173603,,Reading 006,Reading 006D,,,,,,999,,,,,,310062726,,E02003394,E01016396
142072,870,Reading,2025,Ranikhet Academy,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01/11/2015,99,,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,None,0,Not applicable,0,Not applicable,283,0,Not applicable,18/01/2018,266,137,129,29.1,3,Supported by a multi-academy trust,4320,REACH2 ACADEMY TRUST,Linked to a sponsor,REAch2 Academy Trust,Not applicable,,,10052494,,Not applicable,,0,Not applicable,20/09/2018,Spey Road,Tilehurst,,Reading,Berkshire,RG30 4ED,www.ranikhetacademy.co.uk,1189375520,,Salima,Ducker,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E06000038,Reading,E05002327,Norcot,E14000890,Reading West,C1,Urban city and town,E06000038,468377,173603,,Reading 006,Reading 006D,,,,,,999,,,,North-West London and South-Central England,,310062726,,E02003394,E01016396
